"source","related","count"
"latinx","word","8"
"latinx","ask","8"
"latinx","different","8"
"latinx","meanings","8"
"latinx","use","8"
"latinx","community","8"
"latinx","activists","8"
"latinx","loca","8"
"latinx","madness","10"
"latinx","talk","13"
"latinx","slide","13"
"latinx","begins","13"
"latinx","intersections","13"
"latinx","powerful","13"
"latinx","mental","13"
"latinx","race","18"
"latinx","disability","21"
"latinx","ruthieoo","23"
"latinx","latxguerita","26"
"white","jonathanrossing","6"
"white","gun","6"
"white","alwayselizabeth","7"
"white","good","7"
"white","question","8"
"white","black","8"
"white","prithaprasad","9"
"white","non","10"
"white","invisible","13"
"white","whiteness","21"
"material","presenting","6"
"material","using","6"
"material","smith","6"
"material","feminist","6"
"material","atillahallsby","6"
"material","edwardsdusty","6"
"material","translation","6"
"material","space","6"
"material","louisvillebound","6"
"material","g19","6"
"material","hilton","6"
"material","work","6"
"material","change","6"
"material","ruthieoo","6"
"material","christateston","6"
"material","embodied","7"
"material","rhetorics","7"
"material","writing","7"
"material","available","7"
"material","please","7"
"material","translatable","7"
"material","classrooms","7"
"material","theories","7"
"material","challenge","7"
"material","memory","7"
"material","making","7"
"material","body","7"
"material","come","9"
"material","talk","10"
"material","h11","10"
"material","disability","11"
"material","bodies","12"
"material","rhetoric","13"
"material","materialism","13"
"material","materials","15"
"material","new","16"
"material","rhetorical","24"
"material","materiality","29"
"methods","academic","6"
"methods","rhetoricandlyme","6"
"methods","field","9"
"methods","check","9"
"methods","interested","9"
"methods","need","11"
"methods","rachelbigeyes","13"
"methods","feminist","14"
"methods","rhetorical","16"
"methods","research","24"
"feminist","transnational","6"
"feminist","practice","6"
"feminist","outsiders","6"
"feminist","outsider","6"
"feminist","knight","6"
"feminist","talk","6"
"feminist","work","6"
"feminist","laughternstrife","6"
"feminist","new","6"
"feminist","welcome","7"
"feminist","jennfishperson","7"
"feminist","come","7"
"feminist","2morrow","7"
"feminist","7pm","7"
"feminist","time","8"
"feminist","planes","8"
"feminist","marriott","8"
"feminist","yes","8"
"feminist","funny","8"
"feminist","need","8"
"feminist","guide","8"
"feminist","curated","8"
"feminist","waiting","8"
"feminist","feminists","8"
"feminist","ulrqdzaxzg","8"
"feminist","ors","8"
"feminist","cars","8"
"feminist","mariatnovotny","8"
"feminist","pulse","8"
"feminist","interested","9"
"feminist","d14","9"
"feminist","pp4fpjpefk","9"
"feminist","rhetoric","9"
"feminist","lines","9"
"feminist","roundtable","10"
"feminist","future","11"
"feminist","rachel","11"
"feminist","bloom","11"
"feminist","coalition","11"
"feminist","rhetorical","12"
"feminist","interdisciplinarity","13"
"feminist","methods","13"
"feminist","rachelbigeyes","13"
"feminist","help","13"
"feminist","medrhet","13"
"feminist","intersectionality","14"
"feminist","research","23"
"feminist","check","25"
"feminist","thefeministsarecoming","65"
"feminist","cfshrc","73"
"machine","disabilities","6"
"machine","thing","6"
"machine","binary","6"
"machine","progymnasmata","6"
"machine","rhetoric's","6"
"machine","universally","6"
"machine","cyborg","6"
"machine","figure","6"
"machine","descriptions","6"
"machine","trust","6"
"machine","panel","6"
"machine","dmlaurette","6"
"machine","people","6"
"machine","reliable","6"
"machine","notes","6"
"machine","rejects","6"
"machine","thus","6"
"machine","facial","6"
"machine","discourse","6"
"machine","tasks","6"
"machine","attempts","6"
"machine","talk","7"
"machine","need","7"
"machine","rhetorical","7"
"machine","brockoleur","7"
"machine","teaching","7"
"machine","b13","8"
"machine","human","8"
"machine","moriahlpurdy","9"
"machine","ethical","9"
"machine","much","10"
"machine","humility","10"
"machine","h17","12"
"machine","omizorm","13"
"machine","ericsdet","15"
"machine","jamesjbrownjr","18"
"machine","rhetoric","21"
"machine","billhd","25"
"machine","learning","39"
